NAME,VALUE,SCENARIO,REGION,REGION2,DAYTYPE,FUEL,EMISSION,DAILYTIMEBRACKET,SEASON,TIMESLICE,MODE_OF_OPERATION,STORAGE,TECHNOLOGY,YEAR,PARAM,REGION_x,REGION_y
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1990,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1990,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1991,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1991,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1992,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1992,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1993,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1993,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1994,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1994,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1995,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1995,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1996,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1996,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1997,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1997,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1998,DiscountFactor,,
DiscCapitalInvestment,0.0,,UTOPIA,,,,,,,,,,E01,1998,DiscountFactor,,
DiscCapitalInvestment,45.88770591971227,,UTOPIA,,,,,,,,,,E01,1999,DiscountFactor,,
DiscCapitalInvestment,45.88770591971227,,UTOPIA,,,,,,,,,,E01,1999,DiscountFactor,,
DiscCapitalInvestment,268.3424485164388,,UTOPIA,,,,,,,,,,E01,2000,DiscountFactor,,
DiscCapitalInvestment,268.3424485164388,,UTOPIA,,,,,,,,,,E01,2000,DiscountFactor,,
DiscCapitalInvestment,452.9457332609848,,UTOPIA,,,,,,,,,,E01,2001,DiscountFactor,,
DiscCapitalInvestment,452.9457332609848,,UTOPIA,,,,,,,,,,E01,2001,DiscountFactor,,
